feature,bins,woe,bad_rate,population,population_pct,min,max,mean,warning
ext_mean,"(0.693, 0.726]",-1.3306339542191588,0.02268290415543367,10757,0.049972823183450484,0.6928223299514733,0.7255824555889275,0.02268290415543367,
ext_mean,"(0.726, 0.879]",-1.6240777522097587,0.017012178116575252,10757,0.049972823183450484,0.7255842898304519,0.878903368632926,0.017012178116575252,
ext_mean,missing,0.2165893204949198,0.09836065573770492,122,0.0005667643793233205,,,0.09836065573770492,Small Bin
EXT_SOURCE_3,"(-0.000473, 0.155]",1.2166189872491877,0.2286634460547504,8694,0.04038893044128646,0.0005272652387098,0.1547436312725944,0.2286634460547504,
EXT_SOURCE_3,"(0.155, 0.229]",0.8223735761341374,0.16657133051138315,8741,0.04060727409561594,0.1556893746835917,0.228883416700673,0.16657133051138315,
EXT_SOURCE_3,"(0.229, 0.284]",0.5816919755075377,0.13577788191190254,8536,0.039654924113966095,0.2301588968634147,0.2837118826350007,0.13577788191190254,
EXT_SOURCE_3,"(0.284, 0.331]",0.41498448603989657,0.11737564708530272,8886,0.041280887497270706,0.2851799046358216,0.3312508645909018,0.11737564708530272,
EXT_SOURCE_3,"(0.331, 0.371]",0.2329136406159268,0.09978693181818182,8448,0.03924611046330665,0.3328505641648731,0.3706496323299817,0.09978693181818182,
EXT_SOURCE_3,"(0.371, 0.408]",0.20162833875784086,0.09701149425287356,8700,0.04041680409928597,0.3723336657058204,0.4083588531230431,0.09701149425287356,
EXT_SOURCE_3,"(0.408, 0.444]",-0.009339319058716699,0.08003638017280582,8796,0.04086278262727809,0.4101025731788671,0.4436153084085652,0.08003638017280582,
EXT_SOURCE_3,"(0.444, 0.476]",-0.0693733491904579,0.07572590011614402,8610,0.039998699229293354,0.445396241560834,0.475849908720221,0.07572590011614402,
EXT_SOURCE_3,"(0.476, 0.506]",-0.1978892517574417,0.06720686367969494,8392,0.03898595632197791,0.4776491548517548,0.5064842396679806,0.06720686367969494,
EXT_SOURCE_3,"(0.5082869913916046, 0.5620604831738043]",-0.3394502345771197,0.058857876912297095,17126,0.07956071114992776,0.5082869913916046,0.5620604831738043,0.058857876912297095,
EXT_SOURCE_3,"(0.5638350489514956, 0.6178261467332483]",-0.5139377576237876,0.04990413894214503,17734,0.0823852418272112,0.5638350489514956,0.6178261467332483,0.04990413894214503,
EXT_SOURCE_3,"(0.618, 0.643]",-0.5736970675155887,0.04714527981910684,8845,0.04109041750094074,0.6195277080511546,0.6430255641096323,0.04714527981910684,
EXT_SOURCE_3,"(0.643, 0.669]",-0.6992436732621186,0.0418151579947731,8418,0.03910674217330912,0.6446794549585961,0.6690566947824041,0.0418151579947731,
EXT_SOURCE_3,"(0.669, 0.694]",-0.7915993726247411,0.0382673100662103,8911,0.04139702773893532,0.6706517530862718,0.6940926425266661,0.0382673100662103,
EXT_SOURCE_3,"(0.694, 0.719]",-0.8672064672766991,0.03557958259994971,7954,0.03695117928801386,0.6956219298394389,0.7194907850918436,0.03557958259994971,
EXT_SOURCE_3,"(0.7209441499436497, 0.7862666146611379]",-0.8926018101844385,0.03471899674872271,17224,0.08001598089725305,0.7209441499436497,0.7862666146611379,0.03471899674872271,
EXT_SOURCE_3,"(0.786, 0.896]",-1.0632273647377142,0.02943237561317449,8562,0.03977570996529729,0.7874761977281463,0.8960095494948396,0.02943237561317449,
EXT_SOURCE_3,missing,0.16016952848873142,0.09343955014058107,42680,0.19827462056983047,,,0.09343955014058107,
EXT_SOURCE_1,"(0.013600000000000001, 0.158]",1.0830495051256055,0.20596379126730566,4695,0.02181113738461467,0.0145681324124455,0.1575349337281635,0.20596379126730566,Small Bin
EXT_SOURCE_1,"(0.158, 0.212]",0.608040654303723,0.13890072432893055,4694,0.021806491774948086,0.1575501854013132,0.2118079722308792,0.13890072432893055,Small Bin
EXT_SOURCE_1,"(0.212, 0.256]",0.4909597540292504,0.12547933532168726,4694,0.021806491774948086,0.2118153509018816,0.2559442268014356,0.12547933532168726,Small Bin
EXT_SOURCE_1,"(0.256, 0.296]",0.32788779222484715,0.10864933958244567,4694,0.021806491774948086,0.2559593774086953,0.2956664820299911,0.10864933958244567,Small Bin
EXT_SOURCE_1,"(0.296, 0.333]",0.17862106300609348,0.0950149126544525,4694,0.021806491774948086,0.295672004486804,0.3333881851441222,0.0950149126544525,Small Bin
EXT_SOURCE_1,"(0.3333901496445216, 0.4029990335587421]",0.14968157032684057,0.0925551176909149,9389,0.04361762915956276,0.3333901496445216,0.4029990335587421,0.0925551176909149,
EXT_SOURCE_1,"(0.403, 0.438]",-0.1016386341792472,0.07349808265871326,4694,0.021806491774948086,0.4030032869765933,0.4375523843655012,0.07349808265871326,Small Bin
EXT_SOURCE_1,"(0.438, 0.472]",-0.18594815920832017,0.06795909671921602,4694,0.021806491774948086,0.4375654368472232,0.471667210727432,0.06795909671921602,Small Bin
EXT_SOURCE_1,"(0.472, 0.505]",-0.20288756167145336,0.06689390711546656,4694,0.021806491774948086,0.4716694135099937,0.5052864405524363,0.06689390711546656,Small Bin
EXT_SOURCE_1,"(0.505, 0.539]",-0.3101261216540392,0.060502769492969746,4694,0.021806491774948086,0.505290859813759,0.5392357137106494,0.060502769492969746,Small Bin
EXT_SOURCE_1,"(0.539, 0.572]",-0.3366672795397245,0.059011504047720494,4694,0.021806491774948086,0.5392379099798796,0.5722190887183277,0.059011504047720494,Small Bin
EXT_SOURCE_1,"(0.5722212524915189, 0.6396012099936534]",-0.48850389277165035,0.051123655341356905,9389,0.04361762915956276,0.5722212524915189,0.6396012099936534,0.051123655341356905,
EXT_SOURCE_1,"(0.64, 0.675]",-0.6692303544623079,0.043033659991478485,4694,0.021806491774948086,0.639603247600237,0.6746588566183774,0.043033659991478485,Small Bin
EXT_SOURCE_1,"(0.675, 0.71]",-0.6954045618819653,0.041968470387729016,4694,0.021806491774948086,0.6746607968376503,0.7100580407073811,0.041968470387729016,Small Bin
EXT_SOURCE_1,"(0.7100671398225412, 0.7867445175583766]",-0.9279389626941853,0.033553472518108224,9388,0.04361298354989617,0.7100671398225412,0.7867445175583766,0.033553472518108224,
EXT_SOURCE_1,"(0.787, 0.832]",-1.1023474935511535,0.028334043459735832,4694,0.021806491774948086,0.7867460006264971,0.8321194207238808,0.028334043459735832,Small Bin
EXT_SOURCE_1,"(0.832, 0.952]",-1.33534422571271,0.022577209797657084,4695,0.02181113738461467,0.832147820368015,0.9516239622079844,0.022577209797657084,Small Bin
EXT_SOURCE_1,missing,0.062083843704601585,0.08545557908266253,121373,0.563851582062372,,,0.08545557908266253,
employment_years,"(-0.0, 1.6849315068493151]",0.38055855697513485,0.11385521694800045,35308,0.16402718610776884,-0.0,1.6849315068493151,0.11385521694800045,
employment_years,"(1.685, 2.099]",0.347317583106359,0.11054479556008608,8829,0.04101608774627538,1.6876712328767125,2.0986301369863014,0.11054479556008608,
employment_years,"(2.099, 2.515]",0.3454093550099921,0.11035730438715513,8844,0.04108577189127415,2.1013698630136988,2.515068493150685,0.11035730438715513,
employment_years,"(2.5178082191780824, 3.4246575342465757]",0.2617663119627268,0.10240861433833948,17645,0.08197178256688517,2.5178082191780824,3.4246575342465757,0.10240861433833948,
employment_years,"(3.425, 3.953]",0.2374224868356292,0.1001926782273603,8823,0.040988214088275875,3.4273972602739726,3.953424657534247,0.1001926782273603,
employment_years,"(3.956164383561644, 5.126027397260274]",0.09980826654981663,0.0884504167375404,17637,0.08193461768955249,3.956164383561644,5.126027397260274,0.0884504167375404,
employment_years,"(5.128767123287672, 6.734246575342466]",-0.008171847228557995,0.08012239347234815,17648,0.08198571939588492,5.128767123287672,6.734246575342466,0.08012239347234815,
employment_years,"(6.736986301369863, 8.7013698630137]",-0.13800089238649554,0.07106023686745623,17647,0.08198107378621833,6.736986301369863,8.7013698630137,0.07106023686745623,
employment_years,"(8.701, 10.085]",-0.23788428022481442,0.06474250141482739,8835,0.04104396140427489,8.704109589041096,10.084931506849315,0.06474250141482739,
employment_years,"(10.085, 12.022]",-0.2911217827931436,0.061592558983666064,8816,0.04095569482060978,10.087671232876712,12.02191780821918,0.061592558983666064,
employment_years,"(12.022, 14.638]",-0.3899359233131091,0.05612244897959184,8820,0.04097427725927612,12.024657534246575,14.63835616438356,0.05612244897959184,
employment_years,"(14.638, 19.975]",-0.561299205633797,0.04770538243626062,8825,0.040997505307609046,14.64109589041096,19.975342465753425,0.04770538243626062,
employment_years,"(19.975, 48.173]",-0.7249349394927503,0.04079782411604715,8824,0.04099285969794246,19.97808219178082,48.17260273972602,0.04079782411604715,
employment_years,missing,-0.4296437758034243,0.05405614614511302,38756,0.18004524823815254,,,0.05405614614511302,
credit_utilization,"(-175.29, 0.0]",-0.3967584054026003,0.055762633286972646,53925,0.25051450127057423,-175.28923076923076,0.0,0.055762633286972646,
credit_utilization,"(0.0, 0.00499]",-0.3454219415985494,0.058524173027989825,1179,0.005477173796903236,2.4180890470963952e-08,0.0049888594292035,0.058524173027989825,Small Bin
credit_utilization,"(0.00499, 0.0555]",-0.32672384139673477,0.05956659043885441,9183,0.04266063356824633,0.0049892531383672,0.0554712741021802,0.05956659043885441,
credit_utilization,"(0.0555, 0.106]",-0.32102292865406606,0.059886759581881534,9184,0.042665279177912914,0.0554845285829719,0.106085958101267,0.059886759581881534,
credit_utilization,"(0.106, 0.157]",-0.2942649643842186,0.061411149825783974,9184,0.042665279177912914,0.1060863740273085,0.157279096287665,0.061411149825783974,
credit_utilization,"(0.157, 0.209]",-0.24075646005075452,0.06456881533101046,9184,0.042665279177912914,0.1572795128458805,0.2091735974573731,0.06456881533101046,
credit_utilization,"(0.2091744661495028, 0.3135179856203391]",-0.1414985189649141,0.07082970383275261,18368,0.08533055835582583,0.2091744661495028,0.3135179856203391,0.07082970383275261,
credit_utilization,"(0.314, 0.367]",-0.018325802855183405,0.07937717770034843,9184,0.042665279177912914,0.3135208333333333,0.3674003247183565,0.07937717770034843,
credit_utilization,"(0.367, 0.423]",-0.018207525417555423,0.0793858216269193,9183,0.04266063356824633,0.3674037031796681,0.4228776529338327,0.0793858216269193,
credit_utilization,"(0.4228792628588071, 0.5496365479320701]",0.1339922463241857,0.09124564459930314,18368,0.08533055835582583,0.4228792628588071,0.5496365479320701,0.09124564459930314,
credit_utilization,"(0.55, 0.629]",0.22994916174773544,0.09952090592334495,9184,0.042665279177912914,0.5496437768240343,0.6287581138153886,0.09952090592334495,
credit_utilization,"(0.629, 0.726]",0.38524287247242844,0.11432926829268293,9184,0.042665279177912914,0.6287636480385077,0.7262467688039846,0.11432926829268293,
credit_utilization,"(0.726, 0.854]",0.4965117522900438,0.12608885017421603,9184,0.042665279177912914,0.7262535211267606,0.854221411844622,0.12608885017421603,
credit_utilization,"(0.854, 5.843]",0.5973921465134376,0.13763066202090593,9184,0.042665279177912914,0.854225,5.842603718660056,0.13763066202090593,
credit_utilization,missing,0.25902183604238793,0.10215649640583932,31579,0.1467037076610749,,,0.10215649640583932,
AMT_GOODS_PRICE,"(40499.999, 135000.0]",-0.22888301407813036,0.06529006882989184,15255,0.07086877546374798,40500.0,135000.0,106753.8646017699,
AMT_GOODS_PRICE,"(135000.0, 180000.0]",0.04694320545707087,0.08427968851395198,12328,0.057271075969654875,137142.0,180000.0,169403.69873458793,
AMT_GOODS_PRICE,"(180000.0, 225000.0]",0.08899192692091884,0.08758210822646231,22379,0.10396409872849663,184500.0,225000.0,219996.69674695027,
AMT_GOODS_PRICE,"(225000.0, 238500.0]",-0.022681884227662947,0.07905946498551712,5869,0.027265083133184983,227988.0,238500.0,235170.55512012268,
AMT_GOODS_PRICE,"(238500.0, 270000.0]",-0.041488293799196024,0.07770098217533648,13745,0.06385390486720524,238531.5,270000.0,262001.1558748636,
AMT_GOODS_PRICE,"(270000.0, 315000.0]",0.16919169544241144,0.09420654911838791,7940,0.03688614075268168,274500.0,315000.0,301686.85031486145,
AMT_GOODS_PRICE,"(315000.0, 378000.0]",0.3450268684586785,0.11031903704569358,8557,0.03975248191696437,316372.5,378000.0,349898.58647890616,
AMT_GOODS_PRICE,"(378000.0, 450000.0]",0.5563217627341936,0.1328269349209608,24355,0.11314382342966779,378598.5,450000.0,439224.2510367481,
AMT_GOODS_PRICE,"(450000.0, 463500.0]",-0.3366507677390267,0.059013416725511955,9913,0.046051928624853085,450234.0,463500.0,457324.0902350449,
AMT_GOODS_PRICE,"(463500.0, 526500.0]",-0.10305921361539513,0.0734017363851618,8869,0.041201912132938764,464463.0,526500.0,488296.73424286844,
AMT_GOODS_PRICE,"(526500.0, 639000.0]",-0.1086934008571423,0.07301945305892303,10641,0.04943393246212667,531000.0,639000.0,578303.7542994079,
AMT_GOODS_PRICE,"(639000.0, 675000.0]",0.12237746089656291,0.09028698742772266,18851,0.08757438782478619,643500.0,675000.0,673575.6956925362,
AMT_GOODS_PRICE,"(675000.0, 679500.0]",-0.7626243502617016,0.039349112426035504,3380,0.01570216067305593,675382.5,679500.0,679495.7782544378,
AMT_GOODS_PRICE,"(679500.0, 823500.0]",-0.3018332009952622,0.060976813024173654,10135,0.04708325397083486,682609.5,823500.0,738474.6765170202,
AMT_GOODS_PRICE,"(823500.0, 900000.0]",-0.15873952663404697,0.06970350003715538,13457,0.06251596928322889,827100.0,900000.0,891886.03485175,
AMT_GOODS_PRICE,"(900000.0, 1098000.0]",-0.4031090451778429,0.05542929292929293,7920,0.03679322855934999,900243.0,1098000.0,971439.4903409091,
AMT_GOODS_PRICE,"(1098000.0, 1305000.0]",-0.38207320222965785,0.0565410199556541,10824,0.05028407903111165,1102500.0,1305000.0,1150078.1495288247,
AMT_GOODS_PRICE,"(1305000.0, 4050000.0]",-0.6816395361480936,0.04252722493428464,10652,0.0494850341684591,1309500.0,4050000.0,1552233.3010702215,
AMT_GOODS_PRICE,missing,-0.006930982091852451,0.08021390374331551,187,0.0008687290076513191,,,,Small sample; 
active_ratio,"(0.0, 0.2]",-0.42691526375002337,0.054195872655362805,51074,0.23726986811114156,0.0,0.2,0.054195872655362805,
active_ratio,"(0.2, 0.25]",-0.3682207521576538,0.05728413845568657,13145,0.06106653906725449,0.2037,0.25,0.05728413845568657,
active_ratio,"(0.2553, 0.3333]",-0.2436360152171737,0.0643953421388306,24303,0.1129022517270054,0.2553,0.3333,0.0643953421388306,
active_ratio,"(0.3421, 0.4167]",-0.07572469316058653,0.07528259231348908,13270,0.06164724027557757,0.3421,0.4167,0.07528259231348908,
active_ratio,"(0.417, 0.5]",0.013365488789258972,0.0817241927787498,31435,0.14603473986908672,0.4194,0.5,0.0817241927787498,
active_ratio,"(0.5185, 0.6667]",0.24009727674736395,0.10043381759483454,19824,0.092094566030373,0.5185,0.6667,0.10043381759483454,
active_ratio,"(0.6818, 1.0]",0.37877567384087374,0.11367548613324832,31370,0.14573277524075873,0.6818,1.0,0.11367548613324832,
active_ratio,missing,0.26463179849153146,0.1026722013231288,30836,0.14325201967880255,,,0.1026722013231288,
age_years,"(21.020999999999997, 25.781]",0.437610330171294,0.11973989781699954,10765,0.050009988060783155,21.02191780821918,25.78082191780822,0.11973989781699954,
age_years,"(25.781, 28.173]",0.39064602916224717,0.11487741456166418,10768,0.05002392488978291,25.78356164383561,28.172602739726027,0.11487741456166418,
age_years,"(28.173, 30.149]",0.35578209519818055,0.1113796950539234,10756,0.0499681775737839,28.175342465753424,30.14794520547945,0.1113796950539234,
age_years,"(30.149, 32.033]",0.3139079302246425,0.10730211817168339,10764,0.05000534245111657,30.15068493150685,32.032876712328765,0.10730211817168339,
age_years,"(32.033, 33.997]",0.21375846400685383,0.09807924283195694,10777,0.050065735376782175,32.035616438356165,33.9972602739726,0.09807924283195694,
age_years,"(33.997, 36.0]",0.20770558229356914,0.09754509949786126,10754,0.04995888635445073,34.0,36.0,0.09754509949786126,
age_years,"(36.0, 37.773]",0.1655676583919462,0.09389802173307328,10767,0.050019279280116326,36.0027397260274,37.772602739726025,0.09389802173307328,
age_years,"(37.773, 39.493]",0.028825046316663158,0.08289192454232878,10761,0.04999140562211682,37.77534246575343,39.49315068493151,0.08289192454232878,
age_years,"(39.49589041095891, 43.136986301369866]",-0.00690733332628131,0.08021564344471813,21517,0.09995958319590072,39.49589041095891,43.136986301369866,0.08021564344471813,
age_years,"(43.137, 45.085]",-0.023684673774593545,0.07898644885836273,10774,0.05005179854778242,43.13972602739726,45.08493150684932,0.07898644885836273,
age_years,"(45.085, 47.17]",-0.06739326319724505,0.0758646336928226,10756,0.0499681775737839,45.08767123287672,47.16986301369863,0.0758646336928226,
age_years,"(47.17260273972602, 51.74246575342466]",-0.13634341790234766,0.07116974821146521,21526,0.10000139368289998,47.17260273972602,51.74246575342466,0.07116974821146521,
age_years,"(51.742, 53.926]",-0.19988919679610373,0.06708166867973614,10763,0.05000069684144999,51.74520547945205,53.92602739726028,0.06708166867973614,
age_years,"(53.926, 56.079]",-0.3497885827273698,0.058287626661708655,10757,0.049972823183450484,53.92876712328767,56.07671232876712,0.058287626661708655,
age_years,"(56.07945205479452, 63.54794520547945]",-0.42948772584904926,0.05406409660938226,32295,0.15002996418234948,56.07945205479452,63.54794520547945,0.05406409660938226,
age_years,"(63.548, 69.041]",-0.6555995677995264,0.043599516593845866,10757,0.049972823183450484,63.55068493150685,69.04109589041096,0.043599516593845866,
OCCUPATION_TYPE,Accountants,-0.6086457408416039,0.0456007015492546,6842,0.03178526133877179,,,,
OCCUPATION_TYPE,Cleaning staff,0.1908673373051995,0.09607250755287008,3310,0.015376967996395006,,,,
OCCUPATION_TYPE,Cooking staff,0.2929820325161894,0.10531354715174725,4178,0.019409357186990436,,,,
OCCUPATION_TYPE,Core staff,-0.23997881208210553,0.06461617989144482,19345,0.08986931900007898,,,,
OCCUPATION_TYPE,Drivers,0.3544463226027211,0.11124694376528117,13088,0.06080173931625917,,,,
OCCUPATION_TYPE,High skill tech staff,-0.2597341750689452,0.06343236805816722,7977,0.037058028310345305,,,,
OCCUPATION_TYPE,Laborers,0.29760621293314715,0.10575004534736078,38591,0.17927872264316608,,,,
OCCUPATION_TYPE,Low-skill Laborers,0.909743763830964,0.17905405405405406,1480,0.006875502306545199,,,,Small sample; 
OCCUPATION_TYPE,Managers,-0.2922439966942633,0.0615281948615282,14985,0.06961446085377014,,,,
OCCUPATION_TYPE,Medicine staff,-0.14280626226528986,0.07074380165289257,6050,0.028105938482836795,,,,
OCCUPATION_TYPE,OTHER,0.038486497598940336,0.08362931869551178,3097,0.014387453137412489,,,,
OCCUPATION_TYPE,Private service staff,-0.24539530239146054,0.06428957320367369,1851,0.008599023492848084,,,,Small sample; 
OCCUPATION_TYPE,Sales staff,0.18414424249266584,0.09549024007179717,22285,0.10352741141983768,,,,
OCCUPATION_TYPE,Security staff,0.31589997572398754,0.10749255002128566,4698,0.021825074213614425,,,,
OCCUPATION_TYPE,missing,-0.23320714259285327,0.06502667457024304,67480,0.3134857403011284,,,,
credit_goods_ratio,"(0.15, 1.079198675496689]",-0.22614696841423032,0.0654572028442506,86209,0.4004933637465913,0.15,1.079198675496689,0.0654572028442506,
credit_goods_ratio,"(1.079198717948718, 1.132]",-0.19589246284334433,0.06733242548040551,39654,0.1842170057187455,1.079198717948718,1.132,0.06733242548040551,
credit_goods_ratio,"(1.132, 1.145]",-0.13476970186871465,0.07127362875735978,6454,0.02998276478813697,1.1320022463346635,1.1452,0.07127362875735978,Small Bin
credit_goods_ratio,"(1.1452005206060585, 1.1663219512195122]",0.09115098419915674,0.08775487831615873,18244,0.08475450275716934,1.1452005206060585,1.1663219512195122,0.08775487831615873,
credit_goods_ratio,"(1.166, 1.198]",0.1037237093198288,0.08876661129568106,19264,0.08949302461708562,1.1663220338983051,1.198,0.08876661129568106,
credit_goods_ratio,"(1.1980003616916837, 1.2772]",0.3263322747087592,0.10849775507682169,24277,0.1127814658756742,1.1980003616916837,1.2772,0.10849775507682169,
credit_goods_ratio,"(1.277, 1.396]",0.3941179850323719,0.11523072819418512,14996,0.06966556256010258,1.2772006688963211,1.396,0.11523072819418512,
credit_goods_ratio,"(1.396, 6.0]",0.7241785559185371,0.15338245144005358,5972,0.027743580928843197,1.4,6.0,0.15338245144005358,Small Bin
credit_goods_ratio,missing,-0.0069229897683297115,0.08021390374331551,187,0.0008687290076513191,,,0.08021390374331551,Small Bin
credit_history_years,"(-8.011, -7.86]",-0.4333607719444253,0.05386592418076676,9338,0.04338070306656694,-8.01,-7.86,0.05386592418076676,
credit_history_years,"(-7.85, -6.84]",-0.3173563410099977,0.06009391703274112,46211,0.2146782683025407,-7.85,-6.84,0.06009391703274112,
credit_history_years,"(-6.83, -5.01]",-0.2380050950535737,0.06473548211614306,36765,0.17079583939198262,-6.83,-5.01,0.06473548211614306,
credit_history_years,"(-5.0, -3.69]",-0.08479188513369604,0.07465384476338527,27661,0.12850220898739645,-5.0,-3.69,0.07465384476338527,
credit_history_years,"(-3.69, -3.26]",0.06434973937773908,0.0856329391151993,9132,0.04242370747525052,-3.68,-3.26,0.0856329391151993,
credit_history_years,"(-3.26, -2.84]",-0.013362014391001436,0.07974068071312804,9255,0.042995117464240416,-3.25,-2.84,0.07974068071312804,
credit_history_years,"(-2.83, -1.9]",0.19210208710182994,0.0961799706569581,18403,0.08549315469415629,-2.83,-1.9,0.0961799706569581,
credit_history_years,"(-1.9, -1.37]",0.2656223028981626,0.10276384590758723,9371,0.04353400818556423,-1.89,-1.37,0.10276384590758723,
credit_history_years,"(-1.37, -0.82]",0.3473424292753299,0.11054721977052075,9064,0.042107806017922765,-1.36,-0.82,0.11054721977052075,
credit_history_years,"(-0.82, -0.01]",0.562138731458835,0.13349962043162347,9221,0.04283716673557654,-0.81,-0.01,0.13349962043162347,
credit_history_years,missing,0.26463179849153146,0.1026722013231288,30836,0.14325201967880255,,,0.1026722013231288,
approval_rate,"(-0.001, 0.278]",0.6255404864830265,0.14100565191970377,10262,0.047673246398491104,0.0,0.2777777777777778,0.14100565191970377,
approval_rate,"(0.278, 0.357]",0.4527589931597067,0.1213458897390622,10194,0.04735734494116335,0.28,0.3571428571428571,0.1213458897390622,
approval_rate,"(0.357, 0.444]",0.3244085331617066,0.10831211349581667,10996,0.051083123893764196,0.36,0.4444444444444444,0.10831211349581667,
approval_rate,"(0.444, 0.5]",0.15278498818321856,0.09281594126900891,22884,0.10631013161012186,0.4473684210526316,0.5,0.09281594126900891,
approval_rate,"(0.5, 0.6]",0.06059018239734111,0.08533898996491801,12257,0.05694123768332737,0.5142857142857142,0.6,0.08533898996491801,
approval_rate,"(0.6, 0.667]",-0.051426606210988476,0.07699170777789441,19054,0.08851744658710285,0.6086956521739131,0.6666666666666666,0.07699170777789441,
approval_rate,"(0.6764705882352942, 1.0]",-0.16656369261166715,0.06919782656533,118154,0.5488973645456362,0.6764705882352942,1.0,0.06919782656533,
approval_rate,missing,-0.3164797731006211,0.060143156424581005,11456,0.053220104340393114,,,0.060143156424581005,
late_payment_rate,"(-0.001, 0.0185]",-0.19647290173996662,0.06729602817452553,102220,0.47487422011827723,0.0,0.0185185185185185,0.06729602817452553,
late_payment_rate,"(0.0185, 0.0333]",-0.16787753967562458,0.06911303355832303,10519,0.04886716808280335,0.0186335403726708,0.0333333333333333,0.06911303355832303,
late_payment_rate,"(0.0333, 0.0484]",-0.02995672853573928,0.07853136155022948,9805,0.04555020278086195,0.0334928229665071,0.0483870967741935,0.07853136155022948,
late_payment_rate,"(0.0484, 0.0667]",-0.005955794217170633,0.08028587339892333,10774,0.05005179854778242,0.0484848484848484,0.0666666666666666,0.08028587339892333,
late_payment_rate,"(0.0667, 0.087]",0.06611615183888596,0.08577134298552172,10015,0.046525780810844714,0.0669642857142857,0.0869565217391304,0.08577134298552172,
late_payment_rate,"(0.0871369294605809, 0.1428571428571428]",0.21756962034954266,0.09841673182173573,20464,0.09506775621698714,0.0871369294605809,0.1428571428571428,0.09841673182173573,
late_payment_rate,"(0.143, 0.182]",0.2528534291408803,0.10159242088288652,9922,0.04609373911185234,0.1434262948207171,0.1818181818181818,0.10159242088288652,
late_payment_rate,"(0.182, 0.239]",0.2766969974191361,0.1037894528544573,10107,0.04695317690017049,0.1823529411764705,0.2391304347826087,0.1037894528544573,
late_payment_rate,"(0.239, 0.333]",0.3833826645757721,0.11414088446075861,11442,0.05315506580506093,0.2392638036809816,0.3333333333333333,0.11414088446075861,
late_payment_rate,"(0.333, 1.0]",0.5988187830482626,0.1378001116694584,8955,0.041601434564265044,0.3349514563106796,1.0,0.1378001116694584,
late_payment_rate,missing,-0.31266944864708374,0.06035889070146819,11034,0.051259657061094414,,,0.06035889070146819,
latest_enddate,"(-41875.001, -1072.8]",-0.2669352038600345,0.06300590680376285,9142,0.04247016357191636,-41875.0,-1073.0,-1713.4538394224458,
latest_enddate,"(-1072.8, -540.6]",-0.27239060179345465,0.0626846078109616,9141,0.042465517962249774,-1072.0,-541.0,-774.5772891368559,
latest_enddate,"(-540.6, -228.0]",-0.3300111409981535,0.059383202099737534,9144,0.04247945479124953,-540.0,-228.0,-372.2253937007874,
latest_enddate,"(-228.0, -23.0]",-0.38305725119407563,0.05648854961832061,9170,0.04260024064258073,-227.0,-23.0,-114.9649945474373,
